word	level	grade	pos	meaning	meaningAlt	synonyms	tags	freq	example	exampleKo	image
philosophy	10	middle_3	noun	철학			study|thought	mid	Her philosophy of life is very simple.	그녀의 삶의 철학은 아주 간단하다.
psychology	10	middle_3	noun	심리학			study|science	mid	Psychology explains human behavior.	심리학은 인간 행동을 설명한다.
economy	10	middle_3	noun	경제			society|money	high	The economy of this country improved recently.	이 나라의 경제가 최근에 향상되었다.
politics	10	middle_3	noun	정치			society	mid	Politics affects the daily life of citizens.	정치는 시민의 일상에 영향을 준다.
religion	10	middle_3	noun	종교			society|history	mid	Every religion has its own tradition.	모든 종교는 자기 전통을 가지고 있다.
civilization	10	middle_3	noun	문명			history|society	mid	An ancient civilization built this city.	고대 문명이 이 도시를 지었다.
democracy	10	middle_3	noun	민주주의			society	mid	Democracy protects the freedom of every citizen.	민주주의는 모든 시민의 자유를 보호한다.
literature	10	middle_3	noun	문학			study|art	mid	Korean literature includes many famous novels.	한국 문학은 많은 유명한 소설을 포함한다.
architecture	10	middle_3	noun	건축			art|society	mid	The architecture of this castle is remarkable.	이 성의 건축은 놀랍다.
agriculture	10	middle_3	noun	농업			society|nature	mid	Agriculture depends on the climate.	농업은 기후에 의존한다.
industry	10	middle_3	noun	산업			society|money	high	The car industry employs many engineers.	자동차 산업은 많은 기술자를 고용한다.
assume	10	middle_3	verb	추정하다			thought	mid	Do not assume the result before the experiment.	실험 전에 결과를 추정하지 마라.
indicate	10	middle_3	verb	나타내다			thought|science	mid	The data indicates a gradual change.	그 자료는 점진적인 변화를 나타낸다.
demonstrate	10	middle_3	verb	입증하다			thought|science	mid	The experiment demonstrated his theory.	그 실험이 그의 이론을 입증했다.
illustrate	10	middle_3	verb	예를 들어 보이다			thought|study	mid	This story illustrates the value of honesty.	이 이야기는 정직의 가치를 예를 들어 보인다.
emphasize	10	middle_3	verb	강조하다			speech|study	mid	The teacher emphasized the main point.	선생님이 주요한 점을 강조했다.
interpret	10	middle_3	verb	해석하다			thought|language	mid	Interpret this poem in your own words.	이 시를 네 말로 해석해라.
evaluate	10	middle_3	verb	평가하다			thought|study	mid	The judges evaluate every essay carefully.	심사원들이 모든 글짓기를 신중하게 평가한다.
estimate	10	middle_3	verb	추산하다			thought|quantity	mid	Estimate the weight of this rock.	이 바위의 무게를 추산해라.
predict	10	middle_3	verb	예측하다			thought|science	mid	Scientists predict the weather with data.	과학자들은 자료로 날씨를 예측한다.
criticize	10	middle_3	verb	비판하다			speech|thought	mid	Do not criticize without clear evidence.	분명한 증거 없이 비판하지 마라.
justify	10	middle_3	verb	정당화하다			thought|speech	mid	He could not justify his careless mistake.	그는 자기 부주의한 실수를 정당화할 수 없었다.
distinguish	10	middle_3	verb	구별하다			thought	mid	Distinguish a fact from an opinion.	사실을 의견과 구별해라.
determine	10	middle_3	verb	결정짓다			thought	mid	Effort determines the final result.	노력이 최종 결과를 결정짓는다.
reveal	10	middle_3	verb	드러내다			speech|thought	mid	The research revealed a surprising fact.	그 연구가 놀라운 사실을 드러냈다.
