word	level	grade	pos	meaning	meaningAlt	synonyms	tags	freq	example	exampleKo	image
confident	6	middle_1	adjective	자신 있는			quality|emotion	mid	She is confident about the test.	그녀는 시험에 자신 있다.
lazy	6	middle_1	adjective	게으른			quality	mid	The lazy cat sleeps all day.	게으른 고양이가 하루 종일 잔다.
generous	6	middle_1	adjective	너그러운			quality	mid	My uncle is generous to everyone.	우리 삼촌은 모두에게 너그럽다.
gentle	6	middle_1	adjective	온화한			quality	mid	The nurse has a gentle voice.	그 간호사는 온화한 목소리를 가졌다.
cheerful	6	middle_1	adjective	밝은			quality|emotion	mid	Her cheerful song made me happy.	그녀의 밝은 노래가 나를 행복하게 했다.
selfish	6	middle_1	adjective	이기적인			quality	mid	A selfish child never shares food.	이기적인 아이는 음식을 나누지 않는다.
clever	6	middle_1	adjective	똑똑한			quality	mid	The clever student solved the problem.	똑똑한 학생이 그 문제를 풀었다.
foolish	6	middle_1	adjective	어리석은			quality	mid	It was a foolish mistake.	그것은 어리석은 실수였다.
friendly	6	middle_1	adjective	다정한			quality	high	Our new neighbor is very friendly.	우리 새 이웃은 아주 다정하다.
strict	6	middle_1	adjective	엄격한			quality	mid	My teacher is strict about homework.	우리 선생님은 숙제에 엄격하다.
grade	6	middle_1	noun	성적			school|study	high	I got a good grade in math.	나는 수학에서 좋은 성적을 받았다.
textbook	6	middle_1	noun	교과서			school|study	high	Open your textbook and read it.	교과서를 펴고 읽어라.
classmate	6	middle_1	noun	반 친구			school	high	My classmate helped me with science.	내 반 친구가 과학을 도와주었다.
principal	6	middle_1	noun	교장			school|job	mid	The principal visited our class today.	교장 선생님이 오늘 우리 반을 방문했다.
semester	6	middle_1	noun	학기			school|time	mid	The new semester starts next week.	새 학기가 다음 주에 시작한다.
quiz	6	middle_1	noun	쪽지 시험			school|study	mid	We have a short quiz every week.	우리는 매주 짧은 쪽지 시험이 있다.
essay	6	middle_1	noun	글짓기			school|study	mid	I wrote an essay about my family.	나는 가족에 대한 글짓기를 썼다.
spelling	6	middle_1	noun	철자			study|language	mid	The spelling of this word is hard.	이 단어의 철자는 어렵다.
sentence	6	middle_1	noun	문장			study|language	high	Write one sentence about your dream.	네 꿈에 대해 한 문장을 써라.
paragraph	6	middle_1	noun	단락			study|language	mid	This paragraph has five sentences.	이 단락은 다섯 문장으로 되어 있다.
vocabulary	6	middle_1	noun	어휘			study|language	mid	I learn new vocabulary every day.	나는 매일 새 어휘를 배운다.
grammar	6	middle_1	noun	문법			study|language	mid	The grammar of this test is difficult.	이 시험의 문법은 어렵다.
stomach	6	middle_1	noun	배(신체)			body|health	high	My stomach hurts after lunch.	점심 후에 배가 아프다.
fever	6	middle_1	noun	열			health	high	The child has a high fever.	그 아이는 열이 높다.
cough	6	middle_1	noun	기침			health	mid	I have a cough and a fever.	나는 기침과 열이 있다.
skin	6	middle_1	noun	피부			body|health	mid	Wash your skin with warm water.	따뜻한 물로 피부를 씻어라.
bone	6	middle_1	noun	뼈			body	mid	The dog carried a big bone.	그 개가 큰 뼈를 물고 갔다.
muscle	6	middle_1	noun	근육			body|health	mid	Exercise makes your muscle strong.	운동은 근육을 튼튼하게 만든다.
breath	6	middle_1	noun	숨			body|health	mid	Take a deep breath and count ten.	숨을 깊이 쉬고 열까지 세라.
rest	6	middle_1	noun	휴식			health|daily	high	You need rest after the long walk.	긴 산책 후에는 휴식이 필요하다.
