word	level	grade	pos	meaning	meaningAlt	synonyms	tags	freq	example	exampleKo	image
culture	5	elementary_6	noun	문화			society	high	Every country has its culture.	모든 나라는 그 나라의 문화가 있다.
history	5	elementary_6	noun	역사			subject	high	I like history class.	나는 역사 수업을 좋아한다.
science	5	elementary_6	noun	과학			subject|science	high	Science explains the world.	과학은 세계를 설명한다.
music	5	elementary_6	noun	음악			subject	high	Music makes me calm.	음악은 나를 침착하게 만든다.
art	5	elementary_6	noun	미술			subject	high	Art class is after lunch.	미술 수업은 점심 후에 있다.
math	5	elementary_6	noun	수학			subject	high	Math is my favorite subject.	수학은 내가 가장 좋아하는 과목이다.
language	5	elementary_6	noun	언어			subject	high	English is a world language.	영어는 세계 언어다.
country	5	elementary_6	noun	나라			society	high	This country has many islands.	이 나라에는 섬이 많다.
village	5	elementary_6	noun	마을			place	mid	The village is near the hill.	그 마을은 언덕 근처에 있다.
world	5	elementary_6	noun	세계			society	high	The world is very wide.	세계는 매우 넓다.
nature	5	elementary_6	noun	자연			nature	high	We protect nature together.	우리는 함께 자연을 보호한다.
environment	5	elementary_6	noun	환경			nature	high	Plastic hurts the environment.	플라스틱은 환경을 해친다.
energy	5	elementary_6	noun	에너지			science|subject	high	The sun gives us energy.	해는 우리에게 에너지를 준다.
machine	5	elementary_6	noun	기계			thing|science	mid	This machine washes clothes.	이 기계는 옷을 빤다.
computer	5	elementary_6	noun	컴퓨터			thing|science	high	I use a computer at school.	나는 학교에서 컴퓨터를 쓴다.
robot	5	elementary_6	noun	로봇			thing|science	mid	The robot carries heavy boxes.	그 로봇은 무거운 상자를 나른다.
health	5	elementary_6	noun	건강			health	high	Exercise is good for health.	운동은 건강에 좋다.
medicine	5	elementary_6	noun	약			health	high	Take this medicine after dinner.	저녁 식사 후에 이 약을 먹어라.
exercise	5	elementary_6	noun	운동			health	high	Daily exercise makes you strong.	매일 운동은 너를 튼튼하게 만든다.
safety	5	elementary_6	noun	안전			health	mid	Safety comes before speed.	안전이 속도보다 먼저다.
danger	5	elementary_6	noun	위험			health	mid	The sign shows danger.	그 표지판은 위험을 알린다.
information	5	elementary_6	noun	정보			study	high	This book has useful information.	이 책에는 유용한 정보가 있다.
example	5	elementary_6	noun	예시			study	high	Give me one example, please.	예시 하나를 주세요.
result	5	elementary_6	noun	결과			study	high	The test result was good.	시험 결과가 좋았다.
difference	5	elementary_6	noun	차이			study	high	Find the difference between them.	그것들 사이의 차이를 찾아라.
experience	5	elementary_6	noun	경험			study	high	The trip was a great experience.	그 여행은 훌륭한 경험이었다.
opinion	5	elementary_6	noun	의견			study	high	Tell me your opinion.	네 의견을 말해라.
choice	5	elementary_6	noun	선택			study	high	It is your choice.	그것은 네 선택이다.
effort	5	elementary_6	noun	노력			study	mid	Your effort makes the difference.	네 노력이 차이를 만든다.
success	5	elementary_6	noun	성공			study	mid	Practice leads to success.	연습은 성공으로 이어진다.
mistake	5	elementary_6	noun	실수			study	high	A mistake helps you learn.	실수는 배우는 데 도움이 된다.
habit	5	elementary_6	noun	습관			daily	mid	Reading is a good habit.	독서는 좋은 습관이다.
tradition	5	elementary_6	noun	전통			society	mid	This festival is an old tradition.	이 축제는 오래된 전통이다.
festival	5	elementary_6	noun	축제			society	high	The spring festival is popular.	봄 축제는 인기 있다.
museum	5	elementary_6	noun	박물관			place	high	The museum opens at ten.	그 박물관은 열 시에 문을 연다.
continue	5	elementary_6	verb	계속하다			study	high	Continue the story, please.	이야기를 계속해 주세요.
improve	5	elementary_6	verb	향상시키다			study	high	Practice improves your English.	연습은 네 영어를 향상시킨다.
increase	5	elementary_6	verb	늘리다			study	high	They increase the prize money.	그들은 상금을 늘린다.
