word	level	grade	pos	meaning	meaningAlt	synonyms	tags	freq	example	exampleKo	image
education	8	middle_2	noun	교육			study|society	high	Education is important for every child.	교육은 모든 아이에게 중요하다.
knowledge	8	middle_2	noun	지식			study|thought	high	Books give us useful knowledge.	책은 우리에게 유용한 지식을 준다.
skill	8	middle_2	noun	기량			study|quality	high	Her skill in music is special.	음악에서 그녀의 기량은 특별하다.
talent	8	middle_2	noun	재능			study|quality	mid	He has a talent for drawing.	그는 그리기에 재능이 있다.
ability	8	middle_2	noun	능력			study|quality	high	The ability to listen is necessary.	듣는 능력은 필요하다.
graduate	8	middle_2	verb	졸업하다			school|study	mid	My sister will graduate this year.	우리 언니는 올해 졸업할 것이다.
attend	8	middle_2	verb	참석하다			school|society	mid	I attend the science class every week.	나는 매주 과학 수업에 참석한다.
review	8	middle_2	verb	복습하다			study|school	high	Review the new vocabulary before the test.	시험 전에 새 어휘를 복습해라.
memorize	8	middle_2	verb	암기하다			study|school	mid	I memorize ten new words every day.	나는 매일 새 단어 열 개를 암기한다.
concentrate	8	middle_2	verb	집중하다			study|thought	mid	Concentrate on the difficult question.	어려운 문제에 집중해라.
analyze	8	middle_2	verb	분석하다			study|thought	mid	Analyze the data of the experiment.	그 실험의 자료를 분석해라.
calculate	8	middle_2	verb	계산하다			study|quantity	mid	Calculate the total cost of the trip.	그 여행의 전체 비용을 계산해라.
define	8	middle_2	verb	정의하다			study|language	mid	Define this word in one sentence.	이 단어를 한 문장으로 정의해라.
translate	8	middle_2	verb	번역하다			language|study	mid	Translate the letter into Korean.	그 편지를 한국어로 번역해라.
pronounce	8	middle_2	verb	발음하다			language|speech	mid	Pronounce the word slowly and clearly.	그 단어를 천천히 분명하게 발음해라.
summarize	8	middle_2	verb	요약하다			study|language	mid	Summarize the story in one paragraph.	그 이야기를 한 단락으로 요약해라.
quote	8	middle_2	verb	인용하다			language|study	mid	The writer quoted an old poem.	그 작가는 옛 시를 인용했다.
pollution	8	middle_2	noun	오염			environment|society	high	Air pollution is a serious problem.	대기 오염은 심각한 문제다.
